student_id,avg_sgpa,sgpa_std,trend_slope,completed_credits,remaining_credits,target_cgpa,required_sgpa,performance_level,chance_label
747,7.45,0.21,0.077,118.0,50.0,8.82,12.05,Good,Low
748,8.99,0.25,0.04,122.0,100.0,8.46,7.81,Excellent,High
749,7.15,0.32,-0.058,98.0,98.0,7.86,8.57,Good,Low
750,6.81,0.55,0.274,120.0,48.0,7.43,8.98,Average,Low
751,6.73,0.09,-0.18,42.0,104.0,6.87,6.93,Average,Medium
752,9.64,0.31,0.092,104.0,98.0,9.22,8.78,Excellent,High
753,6.46,0.3,-0.107,114.0,20.0,7.77,15.26,Average,Low
754,4.03,0.09,0.17,38.0,80.0,5.36,5.99,Below Average,Low
755,5.83,0.51,0.305,116.0,68.0,7.18,9.49,Average,Low
756,8.93,0.64,0.345,106.0,50.0,9.55,10.87,Excellent,Low
757,5.61,0.27,-0.063,108.0,84.0,6.55,7.76,Average,Low
758,6.67,0.23,0.115,108.0,24.0,6.8,7.39,Average,Medium
759,8.25,0.32,-0.007,112.0,46.0,8.17,7.96,Good,Medium
760,5.43,0.3,0.079,112.0,68.0,5.98,6.88,Below Average,Low
761,9.21,0.35,-0.239,98.0,56.0,9.42,9.79,Excellent,Low
762,5.21,0.17,0.013,144.0,88.0,6.63,8.95,Below Average,Low
763,6.4,0.75,-0.351,134.0,42.0,8.24,14.09,Average,Low
764,5.35,0.06,-0.12,48.0,48.0,5.44,5.53,Below Average,Medium
765,9.29,0.2,0.39,40.0,70.0,9.98,10.38,Excellent,Low
766,6.77,0.27,0.063,110.0,92.0,7.61,8.61,Average,Low
767,8.42,0.55,0.156,138.0,66.0,7.46,5.45,Good,High
768,6.68,0.34,-0.195,78.0,22.0,8.46,14.77,Average,Low
769,9.21,0.33,-0.275,72.0,46.0,9.04,8.78,Excellent,Medium
770,8.76,0.49,0.21,70.0,90.0,8.72,8.69,Excellent,Medium
771,7.61,0.32,0.32,68.0,42.0,6.92,5.8,Good,High
772,8.27,0.12,0.23,36.0,108.0,8.43,8.48,Good,Medium
773,8.96,0.18,0.144,82.0,60.0,8.26,7.3,Excellent,High
774,6.07,0.32,-0.395,70.0,20.0,8.0,14.75,Average,Low
775,7.27,0.45,0.54,64.0,102.0,9.05,10.17,Good,Low
776,6.22,0.28,0.325,66.0,42.0,7.1,8.49,Average,Low
777,4.84,0.41,-0.37,64.0,108.0,5.57,6.0,Below Average,Low
778,7.31,0.03,0.07,42.0,96.0,7.78,7.99,Good,Medium
779,4.48,0.61,-0.289,88.0,48.0,6.04,8.89,Below Average,Low
780,4.97,0.19,0.002,136.0,120.0,5.03,5.09,Below Average,Medium
781,7.25,0.4,-0.23,92.0,88.0,6.29,5.29,Good,High
782,4.45,0.22,-0.265,64.0,42.0,5.14,6.19,Below Average,Low
783,7.33,0.39,0.34,72.0,22.0,7.91,9.8,Good,Low
784,6.62,0.41,0.261,106.0,20.0,6.17,3.79,Average,High
785,7.99,0.39,0.226,84.0,64.0,9.35,11.13,Good,Low
786,4.83,0.43,-0.014,130.0,74.0,5.05,5.43,Below Average,Medium
787,7.19,0.23,-0.143,86.0,64.0,8.24,9.65,Good,Low
788,4.89,0.04,0.09,50.0,38.0,5.75,6.89,Below Average,Low
789,8.68,0.29,-0.096,114.0,114.0,8.87,9.06,Excellent,Medium
790,6.41,0.08,-0.16,42.0,106.0,5.49,5.13,Average,High
791,7.31,0.42,0.078,128.0,50.0,7.66,8.55,Good,Low
792,8.69,0.35,0.007,130.0,66.0,8.99,9.59,Excellent,Low
793,8.21,0.08,0.16,50.0,112.0,9.88,10.62,Good,Low
794,6.71,0.29,0.57,50.0,18.0,8.39,13.07,Average,Low
795,8.5,0.4,0.058,134.0,74.0,9.32,10.81,Good,Low
796,6.66,0.35,0.395,66.0,86.0,6.34,6.09,Average,High
797,6.8,0.0,0.01,40.0,62.0,6.76,6.73,Average,Medium
798,8.82,0.17,-0.35,38.0,58.0,9.72,10.31,Excellent,Low
799,5.17,0.29,0.068,138.0,58.0,6.0,7.98,Below Average,Low
800,4.73,0.28,-0.066,90.0,70.0,5.07,5.51,Below Average,Low
801,9.26,0.2,0.245,68.0,62.0,9.78,10.35,Excellent,Low
802,7.21,0.53,0.434,98.0,22.0,6.5,3.34,Good,High
803,4.83,0.18,-0.056,106.0,84.0,6.53,8.68,Below Average,Low
804,9.35,0.53,0.298,124.0,26.0,9.63,10.97,Excellent,Low
805,8.98,0.56,0.165,114.0,42.0,9.63,11.4,Excellent,Low
806,7.8,0.11,0.22,40.0,112.0,7.14,6.9,Good,High
807,9.26,0.36,-0.71,44.0,86.0,8.34,7.87,Excellent,Medium
808,8.03,0.4,-0.269,114.0,22.0,8.83,12.99,Good,Low
809,9.6,0.2,-0.02,110.0,40.0,9.89,10.69,Excellent,Low
810,8.48,0.21,-0.41,48.0,26.0,8.81,9.41,Good,Low
811,9.75,0.2,0.005,142.0,26.0,9.53,8.34,Excellent,High
812,5.61,0.35,-0.012,100.0,70.0,7.34,9.81,Average,Low
813,5.49,0.27,-0.171,114.0,62.0,6.18,7.45,Below Average,Low
814,6.95,0.15,0.066,116.0,20.0,7.09,7.9,Average,Medium
815,7.68,0.35,0.12,114.0,26.0,7.85,8.62,Good,Medium
816,9.35,0.27,0.245,58.0,58.0,8.65,7.95,Excellent,High
817,6.15,0.11,0.12,76.0,114.0,6.43,6.62,Average,Medium
818,6.86,0.57,0.217,112.0,110.0,8.77,10.71,Average,Low
819,9.25,0.53,1.06,44.0,38.0,8.86,8.41,Excellent,High
820,6.02,0.29,-0.355,66.0,110.0,5.55,5.27,Average,Medium
821,7.85,0.18,-0.067,92.0,48.0,8.1,8.58,Good,Medium
822,6.11,0.67,0.355,86.0,98.0,5.17,4.34,Average,High
823,6.36,0.32,-0.395,72.0,36.0,6.19,5.84,Average,Medium
824,5.14,0.36,0.113,130.0,42.0,7.04,12.91,Below Average,Low
825,8.28,0.39,-0.183,136.0,24.0,9.05,13.39,Good,Low
826,7.03,0.11,-0.13,66.0,44.0,7.25,7.57,Good,Medium
827,4.54,0.35,-0.135,70.0,44.0,5.6,7.29,Below Average,Low
828,8.18,0.49,0.27,104.0,22.0,7.94,6.8,Good,High
829,9.17,0.5,-0.41,84.0,104.0,9.88,10.45,Excellent,Low
830,4.9,0.29,-0.001,128.0,48.0,6.62,11.22,Below Average,Low
831,9.0,0.42,-0.05,140.0,18.0,8.07,0.87,Excellent,High
832,6.41,0.4,0.248,84.0,40.0,8.22,12.01,Average,Low
833,9.24,0.25,0.035,132.0,96.0,8.75,8.08,Excellent,High
834,8.05,0.37,0.395,68.0,50.0,8.36,8.78,Good,Medium
835,5.99,0.3,-0.022,112.0,44.0,7.79,12.37,Average,Low
836,6.97,0.53,-0.645,64.0,40.0,7.92,9.43,Average,Low
837,8.38,0.42,0.102,134.0,22.0,8.41,8.56,Good,Medium
838,5.1,0.33,-0.073,130.0,86.0,6.72,9.17,Below Average,Low
839,5.66,0.17,0.35,44.0,88.0,6.43,6.82,Average,Medium
840,7.26,0.08,0.085,64.0,38.0,7.78,8.66,Good,Low
841,5.61,0.59,0.273,142.0,106.0,7.46,9.94,Average,Low
842,8.75,0.3,0.162,124.0,48.0,9.48,11.36,Excellent,Low
843,5.09,0.28,0.134,84.0,120.0,6.11,6.82,Below Average,Low
844,7.12,0.15,0.004,82.0,62.0,8.07,9.33,Good,Low
845,4.66,0.26,-0.108,92.0,58.0,5.34,6.42,Below Average,Low
846,7.55,0.09,-0.18,40.0,22.0,8.46,10.11,Good,Low
847,7.91,0.0,-0.0,38.0,86.0,8.13,8.23,Good,Medium
848,4.81,0.22,-0.109,80.0,44.0,5.29,6.17,Below Average,Low
849,5.47,0.5,0.265,138.0,82.0,5.03,4.29,Below Average,High
850,6.12,0.19,-0.058,94.0,38.0,6.3,6.74,Average,Medium
851,6.57,0.53,1.05,42.0,52.0,5.98,5.5,Average,High
852,5.63,0.18,-0.095,84.0,22.0,6.23,8.54,Average,Low
853,5.59,0.21,0.18,70.0,104.0,6.66,7.38,Average,Low
854,6.48,0.06,0.055,62.0,100.0,7.61,8.31,Average,Low
855,6.55,0.43,0.235,54.0,124.0,6.44,6.39,Average,Medium
856,8.7,0.57,0.273,134.0,18.0,9.25,13.37,Excellent,Low
857,8.39,0.33,0.128,142.0,68.0,9.47,11.72,Good,Low
858,4.95,0.45,-0.182,128.0,116.0,5.9,6.95,Below Average,Low
859,9.44,0.26,-0.115,102.0,70.0,9.39,9.32,Excellent,Medium
860,7.93,0.11,0.075,64.0,86.0,8.16,8.33,Good,Medium
861,7.9,0.68,0.414,108.0,18.0,8.84,14.49,Good,Low
862,9.04,0.29,-0.08,104.0,24.0,8.19,4.5,Excellent,High
863,5.42,0.54,-0.255,126.0,42.0,6.56,9.99,Below Average,Low
864,6.24,0.45,0.9,38.0,68.0,6.25,6.26,Average,High
865,6.92,0.16,0.185,64.0,42.0,6.56,6.02,Average,High
866,6.65,0.18,-0.065,64.0,66.0,7.52,8.37,Average,Low
867,4.8,0.17,-0.011,120.0,112.0,6.49,8.3,Below Average,Low
868,4.5,0.42,-0.142,128.0,64.0,5.19,6.58,Below Average,Low
869,8.4,0.21,0.005,58.0,102.0,7.49,6.97,Good,High
870,7.15,0.25,0.51,44.0,48.0,9.0,10.7,Good,Low
871,5.66,0.58,-0.328,108.0,18.0,7.42,17.99,Average,Low
872,4.81,0.29,0.131,128.0,36.0,5.34,7.24,Below Average,Low
873,5.78,0.25,0.26,78.0,106.0,7.61,8.96,Average,Low
874,6.43,0.26,-0.265,60.0,62.0,6.55,6.67,Average,Medium
875,5.96,0.32,-0.15,116.0,70.0,6.93,8.55,Average,Low
876,7.03,0.48,0.57,66.0,22.0,8.85,14.31,Good,Low
877,6.0,0.24,0.155,68.0,66.0,7.2,8.44,Average,Low
878,6.6,0.25,-0.038,132.0,42.0,5.64,2.63,Average,High
879,7.33,0.46,-0.214,108.0,44.0,7.76,8.82,Good,Low
880,7.31,0.4,0.26,100.0,86.0,8.51,9.9,Good,Low
881,6.67,0.42,-0.133,138.0,24.0,6.96,8.64,Average,Low
882,5.68,0.19,0.38,50.0,22.0,5.1,3.78,Average,High
883,8.71,0.12,-0.23,44.0,102.0,9.58,9.96,Excellent,Low
884,7.53,0.51,-0.395,66.0,46.0,6.54,5.12,Good,High
885,8.14,0.65,0.314,86.0,60.0,8.57,9.19,Good,Medium
886,5.11,0.46,0.298,92.0,88.0,5.76,6.44,Below Average,Medium
887,8.09,0.21,0.125,64.0,82.0,8.47,8.76,Good,Medium
888,6.15,0.26,-0.01,72.0,102.0,6.52,6.78,Average,Medium
889,7.7,0.29,0.006,122.0,76.0,9.4,12.12,Good,Low
890,5.14,0.15,-0.29,40.0,22.0,6.38,8.64,Below Average,Low
891,6.04,0.28,0.116,102.0,104.0,5.41,4.79,Average,High
892,7.54,0.37,0.013,122.0,60.0,9.14,12.4,Good,Low
893,7.59,0.49,0.196,114.0,76.0,7.56,7.52,Good,Medium
894,4.06,0.63,-0.317,128.0,94.0,5.93,8.47,Below Average,Low
895,6.28,0.24,0.061,88.0,112.0,5.68,5.21,Average,High
896,8.96,0.04,-0.07,40.0,84.0,8.43,8.18,Excellent,High
897,7.2,0.49,-0.232,122.0,26.0,8.98,17.33,Good,Low
898,6.18,0.45,-0.11,120.0,40.0,5.25,2.46,Average,High
899,9.36,0.38,0.164,126.0,24.0,8.87,6.3,Excellent,High
900,5.26,0.26,-0.218,80.0,122.0,6.2,6.82,Below Average,Low
901,4.77,0.54,-0.459,88.0,78.0,5.52,6.36,Below Average,Low
902,7.31,0.09,0.18,38.0,62.0,7.07,6.93,Good,High
903,5.58,0.25,-0.066,136.0,22.0,6.79,14.27,Average,Low
904,7.66,0.2,0.042,84.0,104.0,6.74,6.0,Good,High
905,6.46,0.09,0.19,36.0,42.0,6.06,5.72,Average,High
906,5.13,0.69,0.362,118.0,86.0,6.5,8.38,Below Average,Low
907,7.14,0.0,-0.01,36.0,112.0,7.33,7.39,Good,Medium
908,6.13,0.19,-0.093,82.0,84.0,7.86,9.54,Average,Low
909,5.08,0.13,0.11,62.0,22.0,5.94,8.38,Below Average,Low
910,6.27,0.13,-0.27,46.0,48.0,5.72,5.2,Average,Medium
911,6.01,0.18,0.081,88.0,52.0,6.97,8.6,Average,Low
912,6.0,0.17,-0.35,48.0,36.0,5.54,4.93,Average,Medium
913,8.85,0.21,-0.08,84.0,86.0,9.01,9.17,Excellent,Medium
914,7.8,0.13,-0.07,86.0,84.0,8.74,9.7,Good,Low
915,4.79,0.64,-0.27,110.0,24.0,5.29,7.6,Below Average,Low
916,7.67,0.1,-0.075,68.0,72.0,7.68,7.69,Good,Medium
917,5.8,0.67,0.285,126.0,116.0,7.27,8.86,Average,Low
918,6.78,0.56,-0.191,134.0,106.0,7.67,8.79,Average,Low
919,9.11,0.57,0.362,110.0,56.0,9.86,11.33,Excellent,Low
920,7.53,0.39,0.122,132.0,102.0,9.2,11.37,Good,Low
921,7.13,0.23,-0.058,104.0,64.0,8.75,11.38,Good,Low
922,4.16,0.29,-0.099,84.0,92.0,5.24,6.23,Below Average,Low
923,6.17,0.55,0.373,104.0,108.0,6.86,7.52,Average,Medium
924,7.75,0.47,0.055,126.0,94.0,8.83,10.28,Good,Low
925,8.51,0.59,0.345,110.0,58.0,9.11,10.25,Excellent,Low
926,5.54,0.27,-0.315,66.0,46.0,7.14,9.43,Average,Low
927,5.72,0.42,-0.83,42.0,92.0,5.2,4.96,Average,Low
928,6.38,0.22,0.275,66.0,124.0,8.15,9.09,Average,Low
929,5.9,0.43,-0.86,40.0,52.0,5.93,5.95,Average,Low
930,7.28,0.39,-0.054,116.0,42.0,8.24,10.89,Good,Low
931,8.26,0.38,-0.096,128.0,18.0,9.95,21.99,Good,Low
932,9.13,0.45,-0.027,140.0,72.0,9.3,9.63,Excellent,Medium
933,5.68,0.24,0.48,42.0,18.0,5.57,5.31,Average,High
934,5.1,0.36,0.068,100.0,88.0,5.48,5.91,Below Average,Medium
935,5.21,0.12,-0.05,58.0,100.0,5.72,6.02,Below Average,Medium
936,5.27,0.51,0.055,126.0,60.0,5.39,5.64,Below Average,Medium
937,7.27,0.17,-0.34,52.0,68.0,7.9,8.38,Good,Low
938,8.3,0.12,0.25,38.0,26.0,9.6,11.5,Good,Low
939,6.5,0.63,-0.357,104.0,64.0,7.57,9.32,Average,Low
940,6.66,0.25,0.122,92.0,122.0,8.16,9.29,Average,Low
941,6.79,0.29,0.345,72.0,102.0,6.44,6.19,Average,High
942,8.34,0.38,0.075,104.0,68.0,8.4,8.5,Good,Medium
943,7.25,0.41,0.057,86.0,76.0,8.35,9.6,Good,Low
944,7.8,0.21,0.41,42.0,98.0,8.36,8.6,Good,Medium
945,4.88,0.16,-0.32,50.0,94.0,5.06,5.16,Below Average,Low
946,4.94,0.11,0.016,112.0,70.0,6.75,9.65,Below Average,Low
947,7.84,0.34,0.28,58.0,36.0,8.96,10.76,Good,Low
948,4.92,0.08,0.16,44.0,38.0,5.98,7.2,Below Average,Low
949,6.57,0.58,0.595,56.0,94.0,7.84,8.59,Average,Low
950,6.12,0.22,0.047,140.0,106.0,5.91,5.64,Average,Medium
951,6.6,0.42,0.158,124.0,44.0,5.79,3.51,Average,High
952,6.43,0.56,0.341,94.0,36.0,5.79,4.12,Average,High
953,9.04,0.04,0.07,38.0,94.0,9.54,9.74,Excellent,Medium
954,8.25,0.24,-0.055,92.0,48.0,7.36,5.66,Good,High
955,5.64,0.2,0.39,44.0,84.0,5.02,4.69,Average,High
956,5.69,0.52,0.635,66.0,42.0,7.33,9.9,Average,Low
957,6.53,0.04,0.02,68.0,90.0,6.93,7.23,Average,Medium
958,6.81,0.46,0.235,108.0,38.0,6.95,7.36,Average,Medium
959,8.47,0.44,0.378,82.0,106.0,8.58,8.67,Good,Medium
960,5.09,0.34,-0.011,116.0,98.0,6.55,8.27,Below Average,Low
961,7.24,0.22,-0.004,112.0,38.0,9.04,14.34,Good,Low
962,7.35,0.21,-0.26,64.0,84.0,9.05,10.35,Good,Low
963,8.03,0.06,-0.13,42.0,88.0,8.02,8.01,Good,Medium
964,8.56,0.26,-0.024,116.0,70.0,9.2,10.26,Excellent,Low
965,6.32,0.31,0.073,130.0,42.0,7.82,12.46,Average,Low
966,6.51,0.42,0.307,90.0,20.0,6.1,4.28,Average,High
967,5.62,0.23,0.159,102.0,50.0,5.43,5.04,Average,High
968,6.9,0.45,0.093,138.0,20.0,6.41,3.01,Average,High
969,4.79,0.29,-0.04,122.0,68.0,5.88,7.84,Below Average,Low
970,9.49,0.3,0.61,48.0,60.0,9.62,9.72,Excellent,High
971,8.36,0.3,0.6,42.0,64.0,8.32,8.29,Good,High
972,5.59,0.3,-0.226,94.0,60.0,5.63,5.7,Average,Medium
973,7.14,0.25,-0.136,112.0,80.0,6.58,5.8,Good,High
974,5.77,0.44,0.369,94.0,86.0,5.05,4.26,Average,High
975,7.58,0.3,-0.6,44.0,82.0,8.06,8.32,Good,Low
976,8.29,0.21,0.05,68.0,26.0,8.82,10.21,Good,Low
977,7.1,0.47,0.228,132.0,22.0,7.97,13.2,Good,Low
978,5.29,0.38,-0.195,70.0,86.0,6.0,6.58,Below Average,Low
979,9.41,0.33,-0.115,112.0,64.0,9.87,10.67,Excellent,Low
980,5.61,0.69,-0.351,124.0,42.0,5.19,3.95,Average,High
981,6.67,0.7,-0.303,134.0,50.0,6.66,6.64,Average,Medium
982,8.86,0.38,0.088,92.0,60.0,8.97,9.14,Excellent,Medium
983,6.27,0.32,0.095,140.0,56.0,6.45,6.89,Average,Medium
984,4.95,0.34,0.335,62.0,22.0,5.46,6.91,Below Average,Low
985,8.73,0.45,-0.89,48.0,114.0,8.2,7.98,Excellent,Low
986,6.87,0.54,-0.436,82.0,48.0,8.06,10.09,Average,Low
987,8.92,0.14,-0.04,112.0,108.0,9.57,10.24,Excellent,Low
988,6.57,0.63,-0.335,134.0,22.0,7.84,15.59,Average,Low
989,3.8,0.64,-0.325,142.0,64.0,5.04,7.8,Below Average,Low
990,5.5,0.47,-0.435,70.0,64.0,5.59,5.69,Below Average,Low
991,9.74,0.28,0.325,64.0,114.0,8.84,8.34,Excellent,High
992,5.7,0.5,-0.239,88.0,50.0,6.53,8.0,Average,Low
993,7.41,0.47,-0.266,90.0,22.0,8.01,10.48,Good,Low
994,6.76,0.63,0.4,116.0,84.0,8.03,9.78,Average,Low
995,7.3,0.18,0.35,42.0,40.0,9.01,10.81,Good,Low
996,8.41,0.71,0.334,114.0,78.0,9.56,11.24,Good,Low
997,7.73,0.26,-0.066,90.0,88.0,7.56,7.39,Good,Medium
998,9.74,0.23,0.0,126.0,110.0,9.53,9.29,Excellent,Medium
999,8.83,0.45,0.004,110.0,26.0,9.01,9.79,Excellent,Low
1000,4.35,0.32,0.107,132.0,84.0,5.2,6.54,Below Average,Low
1001,8.28,0.38,-0.267,76.0,90.0,7.99,7.74,Good,Medium
1002,5.27,0.21,-0.056,126.0,46.0,6.44,9.63,Below Average,Low
1003,6.77,0.23,-0.185,74.0,84.0,6.58,6.41,Average,Medium
1004,5.29,0.33,0.17,86.0,42.0,5.07,4.62,Below Average,High
1005,8.43,0.17,0.091,94.0,84.0,8.53,8.65,Good,Medium
1006,9.51,0.2,-0.19,74.0,42.0,8.88,7.77,Excellent,High
1007,7.16,0.34,0.206,98.0,68.0,8.38,10.14,Good,Low
1008,6.65,0.37,0.74,44.0,44.0,7.74,8.83,Average,Medium
1009,5.68,0.15,0.3,40.0,90.0,7.5,8.31,Average,Low
1010,6.31,0.15,-0.12,64.0,86.0,5.6,5.07,Average,High
1011,8.28,0.23,-0.061,92.0,78.0,9.48,10.9,Good,Low
1012,6.32,0.57,-0.369,124.0,48.0,6.06,5.38,Average,Medium
1013,9.4,0.31,-0.38,72.0,18.0,9.73,11.04,Excellent,Low
1014,8.82,0.34,0.021,110.0,24.0,9.49,12.56,Excellent,Low
1015,4.74,0.36,0.048,132.0,70.0,5.66,7.4,Below Average,Low
1016,5.92,0.14,-0.07,112.0,88.0,7.37,9.21,Average,Low
1017,6.37,0.25,0.04,66.0,122.0,6.99,7.33,Average,Low
1018,7.64,0.22,-0.106,102.0,50.0,7.9,8.43,Good,Low
1019,8.2,0.27,-0.095,128.0,78.0,9.77,12.35,Good,Low
1020,4.93,0.36,0.195,92.0,66.0,6.72,9.21,Below Average,Low
1021,6.7,0.26,0.101,106.0,40.0,6.68,6.63,Average,Medium
1022,5.16,0.07,-0.14,50.0,116.0,6.67,7.32,Below Average,Low
1023,6.0,0.16,0.039,108.0,42.0,6.0,6.0,Average,Medium
1024,5.45,0.36,0.105,124.0,40.0,5.38,5.17,Below Average,Medium
1025,7.12,0.33,-0.101,132.0,116.0,6.52,5.84,Good,High
1026,9.45,0.41,0.093,130.0,48.0,9.64,10.14,Excellent,Low
1027,4.78,0.32,-0.65,48.0,96.0,6.31,7.08,Below Average,Low
1028,5.62,0.32,0.197,98.0,112.0,6.14,6.6,Average,Medium
1029,5.25,0.3,-0.15,68.0,26.0,5.73,7.0,Below Average,Low
1030,4.84,0.28,0.057,128.0,22.0,6.2,14.1,Below Average,Low
1031,7.6,0.48,0.289,112.0,44.0,8.32,10.15,Good,Low
1032,7.5,0.38,-0.76,46.0,84.0,9.23,10.18,Good,Low
1033,8.64,0.22,-0.025,142.0,18.0,8.44,6.83,Excellent,High
1034,8.53,0.43,0.088,124.0,120.0,7.99,7.43,Excellent,High
1035,9.49,0.11,-0.013,86.0,24.0,9.86,11.17,Excellent,Low
1036,7.41,0.25,0.49,42.0,122.0,9.06,9.63,Good,Low
1037,6.9,0.37,-0.1,60.0,24.0,7.52,9.06,Average,Low
1038,8.58,0.68,0.282,132.0,56.0,8.68,8.91,Excellent,Medium
1039,9.36,0.47,0.355,94.0,20.0,9.19,8.41,Excellent,High
1040,8.82,0.38,-0.295,92.0,26.0,9.19,10.51,Excellent,Low
1041,5.17,0.43,-0.049,142.0,90.0,5.47,5.94,Below Average,Low
1042,8.24,0.41,0.495,64.0,68.0,8.35,8.45,Good,High
1043,8.75,0.57,0.228,128.0,70.0,9.61,11.19,Excellent,Low
1044,8.33,0.31,0.135,72.0,48.0,7.93,7.33,Good,High
1045,8.8,0.32,0.65,46.0,96.0,9.88,10.4,Excellent,Low
1046,4.99,0.64,0.241,118.0,70.0,5.22,5.6,Below Average,Medium
1047,5.15,0.3,0.138,110.0,68.0,7.08,10.2,Below Average,Low
1048,8.57,0.09,-0.019,98.0,60.0,8.05,7.2,Excellent,High
1049,5.21,0.02,0.03,46.0,106.0,6.47,7.01,Below Average,Low
1050,5.63,0.58,-0.376,108.0,70.0,6.65,8.22,Average,Low
1051,5.13,0.36,0.033,130.0,46.0,5.2,5.39,Below Average,Medium
1052,9.59,0.39,0.177,110.0,98.0,9.19,8.74,Excellent,High
1053,6.47,0.74,0.486,118.0,82.0,6.22,5.85,Average,High
1054,9.58,0.23,-0.032,100.0,84.0,9.13,8.6,Excellent,High
1055,4.7,0.14,0.016,84.0,22.0,5.94,10.66,Below Average,Low
1056,5.17,0.31,-0.005,60.0,40.0,5.48,5.94,Below Average,Medium
1057,6.14,0.25,-0.031,122.0,46.0,5.48,3.74,Average,High
1058,6.88,0.19,0.022,108.0,68.0,7.19,7.68,Average,Medium
1059,5.95,0.45,-0.014,80.0,70.0,5.01,3.93,Average,High
1060,7.07,0.16,-0.019,130.0,24.0,7.99,12.99,Good,Low
1061,7.24,0.21,-0.104,88.0,78.0,6.31,5.26,Good,High
1062,7.1,0.25,-0.097,114.0,48.0,8.08,10.41,Good,Low
1063,7.66,0.14,-0.28,46.0,126.0,9.2,9.76,Good,Low
1064,5.88,0.46,0.93,52.0,68.0,6.09,6.25,Average,High
1065,9.7,0.42,0.206,144.0,114.0,9.13,8.41,Excellent,High
1066,5.8,0.23,0.042,90.0,26.0,5.19,3.08,Average,High
1067,6.15,0.36,0.365,70.0,40.0,6.61,7.41,Average,Medium
1068,5.53,0.4,0.045,72.0,94.0,6.9,7.95,Average,Low
1069,4.65,0.2,0.077,134.0,90.0,5.7,7.27,Below Average,Low
1070,5.65,0.27,0.109,112.0,102.0,7.46,9.45,Average,Low
1071,6.1,0.03,-0.04,64.0,64.0,6.25,6.4,Average,Medium
1072,8.93,0.43,-0.53,60.0,46.0,8.34,7.57,Excellent,Medium
1073,4.99,0.27,-0.228,88.0,56.0,5.1,5.27,Below Average,Medium
1074,9.14,0.6,0.261,112.0,114.0,9.5,9.85,Excellent,Medium
1075,7.34,0.62,-0.265,136.0,104.0,6.46,5.3,Good,High
1076,8.11,0.61,0.093,126.0,120.0,9.4,10.75,Good,Low
1077,4.54,0.07,-0.15,42.0,46.0,5.55,6.47,Below Average,Low
1078,6.56,0.36,0.72,42.0,84.0,7.52,8.0,Average,Medium
1079,6.77,0.4,0.275,90.0,60.0,8.08,10.05,Average,Low
1080,8.55,0.16,0.023,114.0,56.0,9.25,10.68,Excellent,Low
1081,9.2,0.18,0.35,40.0,106.0,9.61,9.77,Excellent,Medium
1082,9.58,0.29,0.149,80.0,82.0,9.4,9.23,Excellent,High
1083,7.62,0.08,0.17,44.0,66.0,6.71,6.1,Good,High
1084,9.11,0.22,0.113,106.0,60.0,9.57,10.38,Excellent,Low
1085,5.97,0.66,0.239,126.0,84.0,7.65,10.18,Average,Low
1086,9.21,0.17,0.34,42.0,46.0,9.22,9.23,Excellent,High
1087,6.36,0.47,-0.203,130.0,108.0,7.99,9.95,Average,Low
1088,8.31,0.27,-0.053,120.0,114.0,8.67,9.05,Good,Medium
1089,6.01,0.31,0.385,60.0,112.0,5.77,5.64,Average,High
1090,6.23,0.44,0.515,62.0,18.0,7.9,13.66,Average,Low
1091,6.21,0.2,0.161,90.0,50.0,6.97,8.34,Average,Low
1092,7.5,0.65,0.428,104.0,20.0,8.14,11.48,Good,Low
1093,9.3,0.17,0.33,40.0,96.0,9.56,9.67,Excellent,Medium
1094,7.06,0.37,0.155,132.0,44.0,7.35,8.23,Good,Low
1095,7.56,0.5,0.225,84.0,22.0,9.24,15.64,Good,Low
1096,7.02,0.35,-0.154,106.0,24.0,8.59,15.54,Good,Low
1097,5.6,0.78,0.392,132.0,118.0,6.24,6.96,Average,Medium
1098,5.3,0.24,0.208,86.0,92.0,6.58,7.78,Below Average,Low
1099,6.57,0.49,0.256,106.0,82.0,8.54,11.09,Average,Low
1100,7.45,0.23,0.035,128.0,106.0,6.8,6.01,Good,High
1101,9.06,0.07,-0.14,46.0,72.0,9.89,10.42,Excellent,Low
1102,4.9,0.19,0.38,42.0,50.0,5.75,6.46,Below Average,Medium
1103,6.36,0.43,-0.86,44.0,124.0,7.83,8.35,Average,Low
1104,4.98,0.29,-0.275,64.0,54.0,5.87,6.92,Below Average,Low
1105,5.33,0.47,-0.183,130.0,110.0,7.09,9.17,Below Average,Low
1106,5.47,0.52,-0.362,78.0,68.0,5.23,4.95,Below Average,Medium
1107,6.81,0.37,-0.257,92.0,76.0,6.03,5.08,Average,High
1108,7.6,0.14,0.28,50.0,114.0,6.97,6.7,Good,High
1109,5.99,0.41,0.44,70.0,50.0,7.03,8.48,Average,Low
1110,5.73,0.41,-0.075,96.0,40.0,5.97,6.55,Average,Low
1111,7.11,0.69,0.297,132.0,44.0,7.98,10.58,Good,Low
1112,6.15,0.29,0.151,80.0,42.0,7.7,10.66,Average,Low
1113,8.35,0.54,0.256,142.0,62.0,7.57,5.79,Good,High
1114,5.06,0.06,-0.11,38.0,68.0,6.22,6.87,Below Average,Low
1115,8.21,0.29,-0.141,110.0,88.0,9.14,10.3,Good,Low
1116,6.7,0.22,-0.151,114.0,52.0,8.46,12.33,Average,Low
1117,5.95,0.29,0.233,96.0,80.0,6.38,6.89,Average,Medium
